	WORD	PAST	PAST-PARTICIPLE	PRESENT-PARTICIPLE
742	chart	charted	charted	charting
743	charter	charterred	charterred	charterring
744	chase	chased	chased	chasing
745	chasten	chastenned	chastenned	chastenning
746	chastise	chastised	chastised	chastising
747	chat	chatted	chatted	chatting
748	chatter	chatterred	chatterred	chatterring
749	chaw	chawed	chawed	chawing
750	cheapen	cheapenned	cheapenned	cheapenning
751	cheat	cheatted	cheatted	cheatting
752	check	checked	checked	checking
753	checker	checkerred	checkerred	checkerring
754	checkmate	checkmated	checkmated	checkmating
755	cheep	cheepped	cheepped	cheepping
756	cheer	cheerred	cheerred	cheerring
757	chequer	chequerred	chequerred	chequerring
758	cherish	cherished	cherished	cherishing
759	chew	chewed	chewed	chewing
760	chide	chided	chided	chiding
761	chill	chilled	chilled	chilling
762	chime	chimed	chimed	chiming
763	chink	chinked	chinked	chinking
764	chip	chipped	chipped	chipping
765	chirp	chirped	chirped	chirping
766	chirrup	chirrupped	chirrupped	chirrupping
767	chisel	(chiselled chiseled)	(chiselled chiseled)	(chiselling chiseling)
768	chivvy	chivvied	chivvied	chivvying
769	chivy	chivied	chivied	chivying
770	chlorinate	chlorinated	chlorinated	chlorinating
771	chock	chocked	chocked	chocking
772	choke	choked	choked	choking
773	choose	chose	chosen	choosing
774	chop	chopped	chopped	chopping
775	chortle	chortled	chortled	chortling
776	chorus	(chorused chorussed)	(chorused chorussed)	(chorusing chorussing)
777	christen	christenned	christenned	christenning
778	chronicle	chronicled	chronicled	chronicling
779	chuck	chucked	chucked	chucking
780	chuckle	chuckled	chuckled	chuckling
781	chug	chugged	chugged	chugging
782	chum	chummed	chummed	chumming
783	churn	churned	churned	churning
784	cipher	cipherred	cipherred	cipherring
785	circle	circled	circled	circling
786	circularize	circularized	circularized	circularizing
787	circulate	circulated	circulated	circulating
788	circumcise	circumcised	circumcised	circumcising
789	circumnavigate	circumnavigated	circumnavigated	circumnavigating
790	circumscribe	circumscribed	circumscribed	circumscribing
791	circumvent	circumvented	circumvented	circumventing
792	cite	cited	cited	citing
793	civilize	civilized	civilized	civilizing
794	clack	clacked	clacked	clacking
795	claim	claimmed	claimmed	claimming
796	clam	clammed	clammed	clamming
797	clamber	clamberred	clamberred	clamberring
798	clamor	clamorred	clamorred	clamorring
799	clamour	clamourred	clamourred	clamourring
800	clamp	clamped	clamped	clamping
801	clang	clanged	clanged	clanging
802	clank	clanked	clanked	clanking
803	clap	clapped	clapped	clapping
804	clarify	clarified	clarified	clarifying
805	clash	clashed	clashed	clashing
806	clasp	clasped	clasped	clasping
807	class	classed	classed	classing
808	classify	classified	classified	classifying
809	clatter	clatterred	clatterred	clatterring
810	claw	clawed	clawed	clawing
811	clean	cleanned	cleanned	cleanning
812	cleanse	cleansed	cleansed	cleansing
813	clear	clearred	clearred	clearring
814	cleave	cleaved	cleaved	cleaving
815	clench	clenched	clenched	clenching
816	clerk	clerked	clerked	clerking
817	clew	clewed	clewed	clewing
818	click	clicked	clicked	clicking
819	climax	climaxed	climaxed	climaxing
820	climb	climbed	climbed	climbing
821	clinch	clinched	clinched	clinching
822	cling	clung	clung	clinging
823	clink	clinked	clinked	clinking
824	clip	clipped	clipped	clipping
825	clobber	clobberred	clobberred	clobberring
826	clock	clocked	clocked	clocking
827	clog	clogged	clogged	clogging
828	cloister	cloisterred	cloisterred	cloisterring
829	close	closed	closed	closing
830	closet	closetted	closetted	closetting
831	clot	clotted	clotted	clotting
832	clothe	clothed	clothed	clothing
833	cloud	cloudded	cloudded	cloudding
834	clout	cloutted	cloutted	cloutting
835	clown	clowned	clowned	clowning
836	club	clubbed	clubbed	clubbing
837	cluck	clucked	clucked	clucking
838	clump	clumped	clumped	clumping
839	clunk	clunked	clunked	clunking
840	cluster	clusterred	clusterred	clusterring
841	clutch	clutched	clutched	clutching
842	clutter	clutterred	clutterred	clutterring
843	co-opt	co-opted	co-opted	co-opting
844	co-star	co-starred	co-starred	co-starring
845	coach	coached	coached	coaching
846	coagulate	coagulated	coagulated	coagulating
847	coal	coalled	coalled	coalling
848	coalesce	coalesced	coalesced	coalescing
849	coarsen	coarsenned	coarsenned	coarsenning
850	coast	coasted	coasted	coasting
851	coat	coatted	coatted	coatting
852	coax	coaxed	coaxed	coaxing
853	cobble	cobbled	cobbled	cobbling
854	cock	cocked	cocked	cocking
855	cocoon	cocoonned	cocoonned	cocoonning
856	coddle	coddled	coddled	coddling
857	code	coded	coded	coding
858	codevelop	codevelopped	codevelopped	codevelopping
859	codify	codified	codified	codifying
860	coerce	coerced	coerced	coercing
861	coexist	coexisted	coexisted	coexisting
862	cofinance	cofinanced	cofinanced	cofinancing
863	cogitate	cogitated	cogitated	cogitating
864	cohabit	cohabitted	cohabitted	cohabitting
865	cohere	cohered	cohered	cohering
866	coil	coilled	coilled	coilling
867	coin	coinned	coinned	coinning
868	coincide	coincided	coincided	coinciding
869	coke	coked	coked	coking
870	cold-shoulder	cold-shoulderred	cold-shoulderred	cold-shoulderring
871	collaborate	collaborated	collaborated	collaborating
872	collapse	collapsed	collapsed	collapsing
873	collar	collarred	collarred	collarring
874	collate	collated	collated	collating
875	collect	collected	collected	collecting
876	collectivize	collectivized	collectivized	collectivizing
877	collide	collided	collided	colliding
878	collocate	collocated	collocated	collocating
879	colonize	colonized	colonized	colonizing
880	color	colorred	colorred	colorring
881	colour	colourred	colourred	colourring
882	comb	combed	combed	combing
883	combat	combatted	combatted	combatting
884	combine	combined	combined	combining
885	combust	combusted	combusted	combusting
886	come	came	come	coming
887	comfort	comforted	comforted	comforting
888	command	commanded	commanded	commanding
889	commandeer	commandeerred	commandeerred	commandeerring
890	commemorate	commemorated	commemorated	commemorating
891	commence	commenced	commenced	commencing
892	commend	commended	commended	commending
893	comment	commented	commented	commenting
894	commentate	commentated	commentated	commentating
895	commercialize	commercialized	commercialized	commercializing
896	commingle	commingled	commingled	commingling
897	commiserate	commiserated	commiserated	commiserating
898	commission	commissionned	commissionned	commissionning
899	commit	committed	committed	committing
900	commune	communed	communed	communing
901	communicate	communicated	communicated	communicating
902	commute	commuted	commuted	commuting
903	compact	compacted	compacted	compacting
904	compare	compared	compared	comparing
905	compartmentalize	compartmentalized	compartmentalized	compartmentalizing
906	compass	compassed	compassed	compassing
907	compel	compelled	compelled	compelling
908	compensate	compensated	compensated	compensating
909	compete	competed	competed	competing
910	compile	compiled	compiled	compiling
911	complain	complainned	complainned	complainning
912	complement	complemented	complemented	complementing
913	complete	completed	completed	completing
914	complicate	complicated	complicated	complicating
915	compliment	complimented	complimented	complimenting
916	comply	complied	complied	complying
917	comport	comported	comported	comporting
918	compose	composed	composed	composing
919	compost	composted	composted	composting
920	compound	compounded	compounded	compounding
921	comprehend	comprehended	comprehended	comprehending
922	compress	compressed	compressed	compressing
923	comprise	comprised	comprised	comprising
924	compromise	compromised	compromised	compromising
925	compute	computed	computed	computing
926	computerize	computerized	computerized	computerizing
927	comp`ere	comp`ered	comp`ered	comp`ering
928	con	conned	conned	conning
929	conceal	concealled	concealled	concealling
930	concede	conceded	conceded	conceding
931	conceive	conceived	conceived	conceiving
932	concentrate	concentrated	concentrated	concentrating
933	concern	concerned	concerned	concerning
934	concert	concerted	concerted	concerting
935	conciliate	conciliated	conciliated	conciliating
936	conclude	concluded	concluded	concluding
937	concoct	concocted	concocted	concocting
938	concur	concurred	concurred	concurring
939	condemn	condemned	condemned	condemning
940	condense	condensed	condensed	condensing
941	condescend	condescended	condescended	condescending
942	condition	conditionned	conditionned	conditionning
943	condone	condoned	condoned	condoning
944	conduct	conducted	conducted	conducting
945	cone	coned	coned	coning
946	confab	confabbed	confabbed	confabbing
947	confabulate	confabulated	confabulated	confabulating
948	confederate	confederated	confederated	confederating
949	confer	conferred	conferred	conferring
950	confess	confessed	confessed	confessing
951	confide	confided	confided	confiding
952	configure	configured	configured	configuring
953	confine	confined	confined	confining
954	confirm	confirmed	confirmed	confirming
955	confiscate	confiscated	confiscated	confiscating
956	conflict	conflicted	conflicted	conflicting
957	conform	conformed	conformed	conforming
958	confound	confounded	confounded	confounding
959	confront	confronted	confronted	confronting
960	confuse	confused	confused	confusing
961	confute	confuted	confuted	confuting
962	congeal	congealled	congealled	congealling
963	conglomerate	conglomerated	conglomerated	conglomerating
964	congratulate	congratulated	congratulated	congratulating
965	congregate	congregated	congregated	congregating
966	conjecture	conjectured	conjectured	conjecturing
967	conjoin	conjoinned	conjoinned	conjoinning
968	conjugate	conjugated	conjugated	conjugating
969	conjure	conjured	conjured	conjuring
970	conk	conked	conked	conking
971	connect	connected	connected	connecting
972	connive	connived	connived	conniving
973	connote	connoted	connoted	connoting
974	conquer	conquerred	conquerred	conquerring
975	conscript	conscripted	conscripted	conscripting
976	consecrate	consecrated	consecrated	consecrating
977	consent	consented	consented	consenting
978	conserve	conserved	conserved	conserving
979	consider	considerred	considerred	considerring
980	consign	consigned	consigned	consigning
981	consist	consisted	consisted	consisting
982	console	consoled	consoled	consoling
983	consolidate	consolidated	consolidated	consolidating
984	consort	consorted	consorted	consorting
985	conspire	conspired	conspired	conspiring
986	constipate	constipated	constipated	constipating
987	constitute	constituted	constituted	constituting
988	constitutionalize	constitutionalized	constitutionalized	constitutionalizing
989	constrain	constrainned	constrainned	constrainning
990	constrict	constricted	constricted	constricting
991	construct	constructed	constructed	constructing
992	construe	construed	construed	construing
993	consult	consulted	consulted	consulting
994	consume	consumed	consumed	consuming
995	consummate	consummated	consummated	consummating
996	contact	contacted	contacted	contacting
997	contain	containned	containned	containning
998	contaminate	contaminated	contaminated	contaminating
999	contemn	contemned	contemned	contemning
1000	contemplate	contemplated	contemplated	contemplating
1001	contend	contended	contended	contending
1002	content	contented	contented	contenting
1003	contest	contested	contested	contesting
1004	continue	continued	continued	continuing
1005	contort	contorted	contorted	contorting
1006	contour	contourred	contourred	contourring
1007	contract	contracted	contracted	contracting
1008	contradict	contradicted	contradicted	contradicting
1009	contradistinguish	contradistinguished	contradistinguished	contradistinguishing
1010	contrast	contrasted	contrasted	contrasting
1011	contravene	contravened	contravened	contravening
1012	contribute	contributed	contributed	contributing
1013	contrive	contrived	contrived	contriving
1014	control	controlled	controlled	controlling
1015	controvert	controverted	controverted	controverting
1016	contuse	contused	contused	contusing
1017	convalesce	convalesced	convalesced	convalescing
1018	convene	convened	convened	convening
1019	converge	converged	converged	converging
1020	converse	conversed	conversed	conversing
1021	convert	converted	converted	converting
1022	convey	conveyed	conveyed	conveying
1023	convict	convicted	convicted	convicting
1024	convince	convinced	convinced	convincing
1025	convoke	convoked	convoked	convoking
1026	convoy	convoyed	convoyed	convoying
1027	convulse	convulsed	convulsed	convulsing
1028	coo	cooed	cooed	cooing
1029	cook	cookked	cookked	cookking
1030	cool	coolled	coolled	coolling
1031	coop	coopped	coopped	coopping
1032	cooperate	cooperated	cooperated	cooperating
1033	coordinate	coordinated	coordinated	coordinating
1034	cop	copped	copped	copping
1035	cope	coped	coped	coping
1036	copper	copperred	copperred	copperring
1037	copper-bottom	copper-bottommed	copper-bottommed	copper-bottomming
1038	copulate	copulated	copulated	copulating
1039	copy	copied	copied	copying
1040	copyright	copyrighted	copyrighted	copyrighting
1041	cord	corded	corded	cording
1042	cordon	cordonned	cordonned	cordonning
1043	core	cored	cored	coring
1044	cork	corked	corked	corking
1045	corn	corned	corned	corning
1046	corner	cornerred	cornerred	cornerring
1047	corral	corralled	corralled	corralling
1048	correct	corrected	corrected	correcting
1049	correlate	correlated	correlated	correlating
1050	correspond	corresponded	corresponded	corresponding
1051	corroborate	corroborated	corroborated	corroborating
1052	corrode	corroded	corroded	corroding
1053	corrugate	corrugated	corrugated	corrugating
1054	corrupt	corrupted	corrupted	corrupting
1055	cosponsor	cosponsorred	cosponsorred	cosponsorring
1056	cosset	cossetted	cossetted	cossetting
1057	cost	(cost costed)	(cost costed)	costing
1058	couch	couched	couched	couching
1059	cough	coughed	coughed	coughing
1060	counsel	(counselled counseled)	(counselled counseled)	(counselling counseling)
1061	count	counted	counted	counting
1062	countenance	countenanced	countenanced	countenancing
1063	counter	counterred	counterred	counterring
1064	counteract	counteracted	counteracted	counteracting
1065	counterattack	counterattacked	counterattacked	counterattacking
1066	counterbalance	counterbalanced	counterbalanced	counterbalancing
1067	counterfeit	counterfeitted	counterfeitted	counterfeitting
1068	countermand	countermanded	countermanded	countermanding
1069	countermine	countermined	countermined	countermining
1070	counterplot	counterplotted	counterplotted	counterplotting
1071	counterpoise	counterpoised	counterpoised	counterpoising
1072	countersign	countersigned	countersigned	countersigning
1073	countertrade	countertraded	countertraded	countertrading
1074	countervail	countervailled	countervailled	countervailling
1075	couple	coupled	coupled	coupling
1076	course	coursed	coursed	coursing
1077	court	courted	courted	courting
1078	court-martial	court-martialled	court-martialled	court-martialling
1079	covenant	covenanted	covenanted	covenanting
1080	cover	coverred	coverred	coverring
1081	covet	covetted	covetted	covetting
1082	cow	cowed	cowed	cowing
1083	cower	cowerred	cowerred	cowerring
1084	cox	coxed	coxed	coxing
1085	cozen	cozenned	cozenned	cozenning
1086	crab	crabbed	crabbed	crabbing
1087	crack	cracked	cracked	cracking
1088	crackle	crackled	crackled	crackling
1089	cradle	cradled	cradled	cradling
